d_loss,g_loss,epoch,step
0.5664822459220886,0.8060188293457031,0,49
0.34142613410949707,0.7296557426452637,0,99
0.3622943162918091,0.892037034034729,0,149
0.2549177408218384,0.9745255708694458,0,199
0.15904483199119568,1.6339571475982666,0,249
0.1219230443239212,2.5583152770996094,0,299
0.10481356084346771,2.0838727951049805,0,349
0.15080268681049347,2.6086809635162354,0,399
0.34687885642051697,1.4917432069778442,1,449
0.3942164480686188,1.3729771375656128,1,499
0.4697256088256836,1.048841953277588,1,549
0.44638630747795105,1.2416579723358154,1,599
0.5424855947494507,1.1854749917984009,1,649
0.39101946353912354,1.3500423431396484,1,699
0.40955060720443726,1.3838876485824585,1,749
0.36534595489501953,1.4019219875335693,1,799
0.3792991042137146,1.372820496559143,1,849
0.3863222301006317,1.382426142692566,2,899
0.32823336124420166,1.5606999397277832,2,949
0.3986932039260864,1.3881809711456299,2,999
0.3512410521507263,1.7742983102798462,2,1049
0.34952548146247864,1.892895221710205,2,1099
0.34245872497558594,1.6731698513031006,2,1149
0.32449692487716675,1.8238368034362793,2,1199
0.35757872462272644,1.9241158962249756,2,1249
0.25085508823394775,1.8739062547683716,3,1299
0.2953645586967468,1.783644676208496,3,1349
0.29642874002456665,1.9283130168914795,3,1399
0.28644147515296936,1.9659833908081055,3,1449
0.2480466067790985,2.1545920372009277,3,1499
0.24427364766597748,1.9823973178863525,3,1549
0.2560318112373352,2.289358615875244,3,1599
0.3075229525566101,2.2611517906188965,3,1649
0.2617014944553375,2.262577533721924,3,1699
0.25073739886283875,2.218862771987915,4,1749
0.2847883701324463,2.0400195121765137,4,1799
0.28732213377952576,2.1118321418762207,4,1849
0.2158297598361969,2.253331422805786,4,1899
0.2402714639902115,2.1018996238708496,4,1949
0.25452035665512085,1.917509913444519,4,1999
0.22284850478172302,2.219904899597168,4,2049
0.24827933311462402,2.082728624343872,4,2099
0.25248587131500244,2.351353645324707,4,2149
0.2789769172668457,2.308638572692871,5,2199
0.2814261317253113,2.362016201019287,5,2249
0.24365240335464478,2.0437557697296143,5,2299
0.2656812071800232,1.8397221565246582,5,2349
0.2837388515472412,1.9146807193756104,5,2399
0.3308970332145691,2.0532984733581543,5,2449
0.2682875394821167,2.263021469116211,5,2499
0.34457749128341675,2.234253406524658,5,2549
0.25784415006637573,2.212418556213379,6,2599
0.33058202266693115,1.6817623376846313,6,2649
0.36311662197113037,1.7796705961227417,6,2699
0.3257094919681549,2.0405006408691406,6,2749
0.34567028284072876,2.1496009826660156,6,2799
0.2766660451889038,1.9686905145645142,6,2849
0.24244016408920288,2.0511748790740967,6,2899
0.3658824563026428,1.9005855321884155,6,2949
0.368306428194046,2.224076747894287,6,2999
0.31105268001556396,1.9731621742248535,7,3049
0.28081440925598145,2.0116708278656006,7,3099
0.3652432858943939,1.9943418502807617,7,3149
0.28237637877464294,1.8258442878723145,7,3199
0.3451986014842987,1.8363457918167114,7,3249
0.29896703362464905,2.0603389739990234,7,3299
0.31555992364883423,2.170788288116455,7,3349
0.29953503608703613,2.0532286167144775,7,3399
0.24879290163516998,2.340341806411743,8,3449
0.3282913565635681,2.1503753662109375,8,3499
0.36208605766296387,1.9829469919204712,8,3549
0.2907167077064514,1.9671541452407837,8,3599
0.31188416481018066,2.3021347522735596,8,3649
0.290568083524704,2.0530130863189697,8,3699
0.29874157905578613,2.150618553161621,8,3749
0.34654486179351807,1.974891185760498,8,3799
0.36369580030441284,2.2486870288848877,8,3849
0.3064642548561096,1.974844217300415,9,3899
0.35444095730781555,1.8671141862869263,9,3949
0.30636799335479736,1.8854063749313354,9,3999
0.29546570777893066,1.9309520721435547,9,4049
0.3239734470844269,1.7507250308990479,9,4099
0.3705410361289978,1.8925466537475586,9,4149
0.28876742720603943,2.0158984661102295,9,4199
0.3394157886505127,1.7891919612884521,9,4249
0.29668036103248596,2.4234492778778076,9,4299
0.27532637119293213,2.177703380584717,10,4349
0.32748275995254517,2.050882577896118,10,4399
0.26170456409454346,2.175920009613037,10,4449
0.2708694338798523,1.9831936359405518,10,4499
0.30149784684181213,2.434352159500122,10,4549
0.2746409773826599,2.301957607269287,10,4599
0.3216085433959961,2.407819986343384,10,4649
0.33846116065979004,2.1372368335723877,10,4699
0.372681200504303,1.6429052352905273,11,4749
0.3266005516052246,2.23115873336792,11,4799
0.324310839176178,2.0202975273132324,11,4849
0.3626049757003784,2.2917332649230957,11,4899
0.38838088512420654,1.8321363925933838,11,4949
0.2861771583557129,2.021378993988037,11,4999
0.37240129709243774,2.1755621433258057,11,5049
0.3017787039279938,2.133223533630371,11,5099
0.3386533260345459,2.278258800506592,11,5149
0.3196047246456146,2.1679537296295166,12,5199
0.3558887243270874,1.9011824131011963,12,5249
0.3197333514690399,2.269671678543091,12,5299
0.3396616280078888,1.9129668474197388,12,5349
0.3298218250274658,2.185772180557251,12,5399
0.3201676309108734,2.1490731239318848,12,5449
0.3425014615058899,2.1725034713745117,12,5499
0.305972158908844,1.9573134183883667,12,5549
0.43099915981292725,2.036818742752075,13,5599
0.3153836131095886,2.094254493713379,13,5649
0.3579610288143158,1.9712042808532715,13,5699
0.38728123903274536,1.848427176475525,13,5749
0.3259202539920807,1.8764548301696777,13,5799
0.37106725573539734,2.0227670669555664,13,5849
0.3665216863155365,1.8554097414016724,13,5899
0.3717365860939026,1.7999415397644043,13,5949
0.32478654384613037,2.0196166038513184,13,5999
0.3750143349170685,2.100287437438965,14,6049
0.36637142300605774,1.8400745391845703,14,6099
0.3077608048915863,1.9767892360687256,14,6149
0.370830237865448,1.93147611618042,14,6199
0.329886794090271,1.8856399059295654,14,6249
0.3777332305908203,2.025083303451538,14,6299
0.31507188081741333,2.0165350437164307,14,6349
0.33341968059539795,1.9396581649780273,14,6399
0.3823773264884949,1.8860820531845093,14,6449
0.3368314206600189,2.0332183837890625,15,6499
0.3542647957801819,1.7134425640106201,15,6549
0.30053049325942993,1.8764538764953613,15,6599
0.3184312582015991,2.0977840423583984,15,6649
0.3499135673046112,2.0296201705932617,15,6699
0.3915218710899353,2.0617926120758057,15,6749
0.3679092824459076,1.9469118118286133,15,6799
0.38545018434524536,1.8655858039855957,15,6849
0.3543832004070282,1.9518756866455078,16,6899
0.30165907740592957,1.819230079650879,16,6949
0.42663294076919556,2.1246607303619385,16,6999
0.3115045428276062,2.00606369972229,16,7049
0.3377884328365326,1.6429166793823242,16,7099
0.29473748803138733,1.9419045448303223,16,7149
0.37635451555252075,1.9583286046981812,16,7199
0.35099709033966064,1.8927356004714966,16,7249
0.399326354265213,1.8246958255767822,16,7299
0.3376620411872864,2.0485236644744873,17,7349
0.3615415692329407,1.6412303447723389,17,7399
0.35728347301483154,2.1047840118408203,17,7449
0.29422128200531006,1.8468564748764038,17,7499
0.37807750701904297,1.7026209831237793,17,7549
0.44820594787597656,1.846238613128662,17,7599
0.3525553345680237,1.9878109693527222,17,7649
0.28052034974098206,1.8887555599212646,17,7699
0.41957712173461914,1.9919583797454834,18,7749
0.39895933866500854,1.7794115543365479,18,7799
0.32744330167770386,1.8852232694625854,18,7849
0.3491086959838867,1.9128350019454956,18,7899
0.389926016330719,1.7083810567855835,18,7949
0.37432345747947693,1.8665207624435425,18,7999
0.399986207485199,1.7120106220245361,18,8049
0.40536004304885864,1.6984742879867554,18,8099
0.3619384169578552,1.8076221942901611,18,8149
0.3818637728691101,1.8214424848556519,19,8199
0.4404374957084656,1.6913506984710693,19,8249
0.3212665319442749,1.854520559310913,19,8299
0.2764376997947693,1.463460922241211,19,8349
0.33086076378822327,1.762495756149292,19,8399
0.3734627962112427,1.9822015762329102,19,8449
0.44936782121658325,1.984947681427002,19,8499
0.374079167842865,1.665298581123352,19,8549
0.42575544118881226,1.691017508506775,19,8599
0.3608814477920532,1.8257492780685425,20,8649
0.37198764085769653,1.8171589374542236,20,8699
0.3222055435180664,1.610851526260376,20,8749
0.40450552105903625,1.5868046283721924,20,8799
0.3931248188018799,1.9812865257263184,20,8849
0.4076724648475647,1.6145577430725098,20,8899
0.3721463680267334,1.909102201461792,20,8949
0.4825870990753174,1.8732903003692627,20,8999
0.3786314129829407,1.8168296813964844,21,9049
0.3895992040634155,1.475466251373291,21,9099
0.43402165174484253,1.5901823043823242,21,9149
0.4229186773300171,1.7717502117156982,21,9199
0.3825625777244568,1.701397180557251,21,9249
0.32650041580200195,1.686565637588501,21,9299
0.4079477787017822,1.7073523998260498,21,9349
0.5464224219322205,1.458458423614502,21,9399
0.35680773854255676,1.6598896980285645,21,9449
0.41484326124191284,1.4315375089645386,22,9499
0.4067509174346924,1.5336296558380127,22,9549
0.402068555355072,1.709223985671997,22,9599
0.394135057926178,1.75371515750885,22,9649
0.4520442485809326,1.4679592847824097,22,9699
0.3903035521507263,1.8150988817214966,22,9749
0.41118788719177246,1.759857177734375,22,9799
0.4189249277114868,1.4975714683532715,22,9849
0.393291711807251,1.84566330909729,23,9899
0.44809579849243164,1.790855884552002,23,9949
0.41844403743743896,1.7778444290161133,23,9999
0.3603304624557495,1.487504005432129,23,10049
0.41539520025253296,1.5628745555877686,23,10099
0.3600740432739258,1.6438331604003906,23,10149
0.4475061893463135,1.65439772605896,23,10199
0.4000074863433838,1.7095032930374146,23,10249
0.3601190447807312,1.5855085849761963,23,10299
0.4206662178039551,1.6239423751831055,24,10349
0.43350356817245483,1.71648371219635,24,10399
0.36622828245162964,1.5911037921905518,24,10449
0.45421987771987915,1.6057085990905762,24,10499
0.3524293899536133,1.4907863140106201,24,10549
0.5140497088432312,1.4372025728225708,24,10599
0.40846705436706543,1.767259955406189,24,10649
0.41336923837661743,1.5164235830307007,24,10699
0.5366220474243164,1.4515665769577026,24,10749
0.4085982143878937,1.4957329034805298,25,10799
0.43963462114334106,1.5407710075378418,25,10849
0.3773505389690399,1.615485668182373,25,10899
0.38837045431137085,1.3837494850158691,25,10949
0.471452534198761,1.6284520626068115,25,10999
0.4077787399291992,1.6323351860046387,25,11049
0.41889500617980957,1.2992792129516602,25,11099
0.5074234008789062,1.500223159790039,25,11149
0.4390656054019928,1.7239100933074951,26,11199
0.41914796829223633,1.645076036453247,26,11249
0.44807350635528564,1.5804144144058228,26,11299
0.47773975133895874,1.616086721420288,26,11349
0.38625121116638184,1.6499181985855103,26,11399
0.43527519702911377,1.3387004137039185,26,11449
0.4809153378009796,1.5803388357162476,26,11499
0.46500056982040405,1.3920023441314697,26,11549
0.40398916602134705,1.7286500930786133,26,11599
0.47734835743904114,1.6082284450531006,27,11649
0.4474030137062073,1.563701868057251,27,11699
